local,ano,e_ancora,prop_masc_spline,prop_masc_linear,prop_masc_min,prop_masc_max,spline_fora_envelope,spline_desvio_pp,dif_metodos_pp
Norte,2021,FALSE,0.5010324467927463,0.4996252921999724,0.4941746991797813,0.5112981124096422,FALSE,0,0.14071545927738516
Norte,2022,TRUE,0.4991746991797813,0.4991746991797813,0.4941746991797813,0.5112981124096422,NA,NA,0
Sudeste,2000,TRUE,0.4891739968164934,0.4891739968164934,0.4766097192138346,0.5006982673013967,NA,NA,0
Sudeste,2001,FALSE,0.4940111926053645,0.49010603545719383,0.4766097192138346,0.5006982673013967,FALSE,0,0.39051571481706904
Sudeste,2002,FALSE,0.4972772400296199,0.4910380740978943,0.4766097192138346,0.5006982673013967,FALSE,0,0.6239165931725632
Sudeste,2003,FALSE,0.4991337966783948,0.49197011273859476,0.4766097192138346,0.5006982673013967,FALSE,0,0.7163683939800047
Sudeste,2004,FALSE,0.4997425201408246,0.4929021513792953,0.4766097192138346,0.5006982673013967,FALSE,0,0.6840368761529325
Sudeste,2005,FALSE,0.4992650680060446,0.49383419001999573,0.4766097192138346,0.5006982673013967,FALSE,0,0.5430877986048854
Sudeste,2006,FALSE,0.49786309786319016,0.4947662286606962,0.4766097192138346,0.5006982673013967,FALSE,0,0.3096869202493968
Sudeste,2007,TRUE,0.49569826730139666,0.49569826730139666,0.4766097192138346,0.5006982673013967,NA,NA,0
Sudeste,2008,FALSE,0.4929322339097994,0.4925465745321761,0.4766097192138346,0.5006982673013967,FALSE,0,0.038565937762330416
Sudeste,2009,FALSE,0.4897266552775337,0.4893948817629555,0.4766097192138346,0.5006982673013967,FALSE,0,0.033177351457819304
Sudeste,2010,TRUE,0.4862431889937349,0.4862431889937349,0.4766097192138346,0.5006982673013967,NA,NA,0
Sudeste,2011,FALSE,0.4826434926475384,0.48585706651207655,0.4766097192138346,0.5006982673013967,FALSE,0,-0.3213573864538133
Sudeste,2012,FALSE,0.47908922382807956,0.4854709440304182,0.4766097192138346,0.5006982673013967,FALSE,0,-0.6381720202338625
Sudeste,2013,FALSE,0.4757420401244936,0.48508482154875987,0.4766097192138346,0.5006982673013967,TRUE,0.08676790893409891,-0.9342781424266255
Sudeste,2014,FALSE,0.472763599125916,0.4846986990671015,0.4766097192138346,0.5006982673013967,TRUE,0.3846120087918625,-1.1935099941185523
Sudeste,2015,FALSE,0.470315558421482,0.48431257658544313,0.4766097192138346,0.5006982673013967,TRUE,0.6294160792352621,-1.399701816396115
Sudeste,2016,FALSE,0.468559575600327,0.48392645410378476,0.4766097192138346,0.5006982673013967,TRUE,0.8050143613507588,-1.5366878503457748
Sudeste,2017,FALSE,0.4676573082515863,0.4835403316221264,0.4766097192138346,0.5006982673013967,TRUE,0.8952410962248303,-1.5883023370540095
Sudeste,2018,FALSE,0.4677704139643953,0.483154209140468,0.4766097192138346,0.5006982673013967,TRUE,0.8839305249439322,-1.5383795176072745
Sudeste,2019,FALSE,0.46906055032788924,0.48276808665880966,0.4766097192138346,0.5006982673013967,TRUE,0.7549168885945368,-1.3707536330920422
Sudeste,2020,FALSE,0.47168937493120355,0.48238196417715135,0.4766097192138346,0.5006982673013967,TRUE,0.49203442826310506,-1.0692589245947792
Sudeste,2021,FALSE,0.47581854536347357,0.481995841695493,0.4766097192138346,0.5006982673013967,TRUE,0.07911738503610377,-0.6177296332019411
Sudeste,2022,TRUE,0.4816097192138346,0.4816097192138346,0.4766097192138346,0.5006982673013967,NA,NA,0
Sul,2000,TRUE,0.49389944735134694,0.49389944735134694,0.4821516875741916,0.5004642018653559,NA,NA,0
Sul,2001,FALSE,0.4958959507126734,0.49412298371049107,0.4821516875741916,0.5004642018653559,FALSE,0,0.1772967002182324
Sul,2002,FALSE,0.4971775868258818,0.49434652006963525,0.4821516875741916,0.5004642018653559,FALSE,0,0.28310667562465586
Sul,2003,FALSE,0.4978186826394065,0.4945700564287794,0.4821516875741916,0.5004642018653559,FALSE,0,0.32486262106271035
Sul,2004,FALSE,0.4978935651016819,0.4947935927879235,0.4821516875741916,0.5004642018653559,FALSE,0,0.30999723137584145
Sul,2005,FALSE,0.49747656116114236,0.49501712914706764,0.4821516875741916,0.5004642018653559,FALSE,0,0.2459432014074725
Sul,2006,FALSE,0.49664199776622225,0.4952406655062118,0.4821516875741916,0.5004642018653559,FALSE,0,0.1401332260010435
Sul,2007,TRUE,0.49546420186535595,0.49546420186535595,0.4821516875741916,0.5004642018653559,NA,NA,0
Sul,2008,FALSE,0.49401750040697784,0.4938476974473785,0.4821516875741916,0.5004642018653559,FALSE,0,0.01698029595993411
Sul,2009,FALSE,0.4923762203395223,0.49223119302940105,0.4821516875741916,0.5004642018653559,FALSE,0,0.014502731012122627
Sul,2010,TRUE,0.4906146886114236,0.4906146886114236,0.4821516875741916,0.5004642018653559,NA,NA,0
Sul,2011,FALSE,0.48880723217111627,0.49032610519165426,0.4821516875741916,0.5004642018653559,FALSE,0,-0.1518873020537992
Sul,2012,FALSE,0.48702817796703457,0.4900375217718849,0.4821516875741916,0.5004642018653559,FALSE,0,-0.30093438048503507
Sul,2013,FALSE,0.4853518529476129,0.4897489383521156,0.4821516875741916,0.5004642018653559,FALSE,0,-0.43970854045026764
Sul,2014,FALSE,0.4838525840612857,0.48946035493234624,0.4821516875741916,0.5004642018653559,FALSE,0,-0.5607770871060569
Sul,2015,FALSE,0.4826046982564873,0.4891717715125769,0.4821516875741916,0.5004642018653559,FALSE,0,-0.6567073256089628
Sul,2016,FALSE,0.481682522481652,0.4888831880928076,0.4821516875741916,0.5004642018653559,TRUE,0.04691650925395807,-0.7200665611155621
Sul,2017,FALSE,0.48116038368521424,0.4885946046730383,0.4821516875741916,0.5004642018653559,TRUE,0.09913038889773351,-0.7434220987824036
Sul,2018,FALSE,0.4811126088156084,0.48830602125326894,0.4821516875741916,0.5004642018653559,TRUE,0.10390787585831673,-0.7193412437660529
Sul,2019,FALSE,0.48161352482126885,0.4880174378334996,0.4821516875741916,0.5004642018653559,TRUE,0.053816275292273286,-0.6403913012230755
Sul,2020,FALSE,0.48273745865062995,0.48772885441373026,0.4821516875741916,0.5004642018653559,FALSE,0,-0.4991395763100315
Sul,2021,FALSE,0.48455873725212606,0.4874402709939609,0.4821516875741916,0.5004642018653559,FALSE,0,-0.2881533741834863
Sul,2022,TRUE,0.4871516875741916,0.4871516875741916,0.4821516875741916,0.5004642018653559,NA,NA,0
